没有配置要使用的数据服务，请修改全局配置中的datafeed相关内容
2026-05-21 11:40:20.754 | INFO | CtaStrategy | thr_600330初始化完成
2026-05-21 11:40:20.754 | INFO | CtaStrategy | thr_002453开始执行初始化
2026-05-21 11:40:20.754 | INFO | CtaStrategy | [thr_002453]  策略初始化: 002453.SZSE
2026-05-21 11:40:20.754 | INFO | CtaStrategy | [thr_002453]    规则: buy_zone=0.0 buy_strong=0.0 trend_break=5.65 take_profit=6.67 auto=True
2026-05-21 11:40:20.754 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002453', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 11:40:20.754 | INFO | AKSHARE | 订阅 002453.SZSE (累计 22 只)
2026-05-21 11:40:20.754 | INFO | CtaStrategy | thr_002453初始化完成
2026-05-21 11:40:20.754 | INFO | CtaStrategy | thr_603601开始执行初始化
2026-05-21 11:40:20.755 | INFO | CtaStrategy | [thr_603601]  策略初始化: 603601.SSE
2026-05-21 11:40:20.755 | INFO | CtaStrategy | [thr_603601]    规则: buy_zone=0.0 buy_strong=0.0 trend_break=16.37 take_profit=20.34 auto=True
2026-05-21 11:40:20.755 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='603601', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 11:40:20.755 | INFO | AKSHARE | 订阅 603601.SSE (累计 22 只)
2026-05-21 11:40:20.755 | INFO | CtaStrategy | thr_603601初始化完成
2026-05-21 11:40:20.755 | INFO | CtaStrategy | thr_002428开始执行初始化
2026-05-21 11:40:20.755 | INFO | CtaStrategy | [thr_002428]  策略初始化: 002428.SZSE
2026-05-21 11:40:20.755 | INFO | CtaStrategy | [thr_002428]    规则: buy_zone=78.97 buy_strong=72.26 trend_break=65.54 take_profit=0.0 auto=True
2026-05-21 11:40:20.755 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002428', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 11:40:20.755 | INFO | AKSHARE | 订阅 002428.SZSE (累计 22 只)
2026-05-21 11:40:20.755 | INFO | CtaStrategy | thr_002428初始化完成
2026-05-21 11:40:20.755 | INFO | CtaStrategy | thr_600130开始执行初始化
2026-05-21 11:40:20.755 | INFO | CtaStrategy | [thr_600130]  策略初始化: 600130.SSE
2026-05-21 11:40:20.755 | INFO | CtaStrategy | [thr_600130]    规则: buy_zone=5.19 buy_strong=4.62 trend_break=4.05 take_profit=0.0 auto=True
2026-05-21 11:40:20.755 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='600130', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 11:40:20.755 | INFO | AKSHARE | 订阅 600130.SSE (累计 22 只)
2026-05-21 11:40:20.755 | INFO | CtaStrategy | thr_600130初始化完成
2026-05-21 11:40:20.755 | INFO | CtaStrategy | thr_603178开始执行初始化
2026-05-21 11:40:20.755 | INFO | CtaStrategy | [thr_603178]  策略初始化: 603178.SSE
2026-05-21 11:40:20.755 | INFO | CtaStrategy | [thr_603178]    规则: buy_zone=19.16 buy_strong=17.5 trend_break=15.84 take_profit=0.0 auto=True
2026-05-21 11:40:20.756 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='603178', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 11:40:20.756 | INFO | AKSHARE | 订阅 603178.SSE (累计 22 只)
2026-05-21 11:40:20.756 | INFO | CtaStrategy | thr_603178初始化完成
2026-05-21 11:40:20.756 | INFO | CtaStrategy | thr_603986开始执行初始化
2026-05-21 11:40:20.756 | INFO | CtaStrategy | [thr_603986]  策略初始化: 603986.SSE
2026-05-21 11:40:20.756 | INFO | CtaStrategy | [thr_603986]    规则: buy_zone=329.2 buy_strong=303.97 trend_break=278.73 take_profit=0.0 auto=True
2026-05-21 11:40:20.756 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='603986', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 11:40:20.756 | INFO | AKSHARE | 订阅 603986.SSE (累计 22 只)
2026-05-21 11:40:20.756 | INFO | CtaStrategy | thr_603986初始化完成
2026-05-21 11:40:20.756 | INFO | CtaStrategy | thr_301120开始执行初始化
2026-05-21 11:40:20.756 | INFO | CtaStrategy | [thr_301120]  策略初始化: 301120.SZSE
2026-05-21 11:40:20.756 | INFO | CtaStrategy | [thr_301120]    规则: buy_zone=20.88 buy_strong=19.67 trend_break=18.46 take_profit=0.0 auto=True
2026-05-21 11:40:20.756 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='301120', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 11:40:20.756 | INFO | AKSHARE | 订阅 301120.SZSE (累计 22 只)
2026-05-21 11:40:20.756 | INFO | CtaStrategy | thr_301120初始化完成
2026-05-21 11:40:20.756 | INFO | CtaStrategy | thr_301179开始执行初始化
2026-05-21 11:40:20.756 | INFO | CtaStrategy | [thr_301179]  策略初始化: 301179.SZSE
2026-05-21 11:40:20.756 | INFO | CtaStrategy | [thr_301179]    规则: buy_zone=24.89 buy_strong=23.43 trend_break=21.98 take_profit=0.0 auto=True
2026-05-21 11:40:20.756 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='301179', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 11:40:20.756 | INFO | AKSHARE | 订阅 301179.SZSE (累计 22 只)
2026-05-21 11:40:20.756 | INFO | CtaStrategy | thr_301179初始化完成
2026-05-21 11:40:20.756 | INFO | CtaStrategy | thr_600021开始执行初始化
2026-05-21 11:40:20.756 | INFO | CtaStrategy | [thr_600021]  策略初始化: 600021.SSE
2026-05-21 11:40:20.756 | INFO | CtaStrategy | [thr_600021]    规则: buy_zone=17.35 buy_strong=16.64 trend_break=15.92 take_profit=0.0 auto=True
2026-05-21 11:40:20.756 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='600021', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 11:40:20.756 | INFO | AKSHARE | 订阅 600021.SSE (累计 22 只)
2026-05-21 11:40:20.756 | INFO | CtaStrategy | thr_600021初始化完成
2026-05-21 11:40:20.756 | INFO | CtaStrategy | thr_000600开始执行初始化
2026-05-21 11:40:20.756 | INFO | CtaStrategy | [thr_000600]  策略初始化: 000600.SZSE
2026-05-21 11:40:20.756 | INFO | CtaStrategy | [thr_000600]    规则: buy_zone=9.49 buy_strong=9.0 trend_break=8.52 take_profit=0.0 auto=True
2026-05-21 11:40:20.756 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='000600', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 11:40:20.756 | INFO | AKSHARE | 订阅 000600.SZSE (累计 22 只)
2026-05-21 11:40:20.756 | INFO | CtaStrategy | thr_000600初始化完成
2026-05-21 11:40:20.756 | INFO | CtaStrategy | thr_002067开始执行初始化
2026-05-21 11:40:20.756 | INFO | CtaStrategy | [thr_002067]  策略初始化: 002067.SZSE
2026-05-21 11:40:20.756 | INFO | CtaStrategy | [thr_002067]    规则: buy_zone=4.81 buy_strong=4.64 trend_break=4.46 take_profit=0.0 auto=True
2026-05-21 11:40:20.756 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002067', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 11:40:20.756 | INFO | AKSHARE | 订阅 002067.SZSE (累计 22 只)
2026-05-21 11:40:20.757 | INFO | CtaStrategy | thr_002067初始化完成
2026-05-21 11:40:20.757 | INFO | CtaStrategy | thr_000899开始执行初始化
2026-05-21 11:40:20.757 | INFO | CtaStrategy | [thr_000899]  策略初始化: 000899.SZSE
2026-05-21 11:40:20.757 | INFO | CtaStrategy | [thr_000899]    规则: buy_zone=12.95 buy_strong=12.25 trend_break=11.54 take_profit=0.0 auto=True
2026-05-21 11:40:20.757 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='000899', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 11:40:20.757 | INFO | AKSHARE | 订阅 000899.SZSE (累计 22 只)
2026-05-21 11:40:20.757 | INFO | CtaStrategy | thr_000899初始化完成
2026-05-21 11:40:20.757 | INFO | CtaStrategy | thr_001896开始执行初始化
2026-05-21 11:40:20.757 | INFO | CtaStrategy | [thr_001896]  策略初始化: 001896.SZSE
2026-05-21 11:40:20.757 | INFO | CtaStrategy | [thr_001896]    规则: buy_zone=15.78 buy_strong=14.22 trend_break=12.66 take_profit=0.0 auto=True
2026-05-21 11:40:20.757 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='001896', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 11:40:20.757 | INFO | AKSHARE | 订阅 001896.SZSE (累计 22 只)
2026-05-21 11:40:20.757 | INFO | CtaStrategy | thr_001896初始化完成
2026-05-21 11:40:20.757 | INFO | CtaStrategy | thr_600310开始执行初始化
2026-05-21 11:40:20.757 | INFO | CtaStrategy | [thr_600310]  策略初始化: 600310.SSE
2026-05-21 11:40:20.757 | INFO | CtaStrategy | [thr_600310]    规则: buy_zone=4.98 buy_strong=4.62 trend_break=4.25 take_profit=0.0 auto=True
2026-05-21 11:40:20.757 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='600310', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 11:40:20.757 | INFO | AKSHARE | 订阅 600310.SSE (累计 22 只)
2026-05-21 11:40:20.757 | INFO | CtaStrategy | thr_600310初始化完成
2026-05-21 11:40:20.757 | INFO | CtaStrategy | thr_601222开始执行初始化
2026-05-21 11:40:20.757 | INFO | CtaStrategy | [thr_601222]  策略初始化: 601222.SSE
2026-05-21 11:40:20.757 | INFO | CtaStrategy | [thr_601222]    规则: buy_zone=6.13 buy_strong=5.89 trend_break=5.66 take_profit=0.0 auto=True
2026-05-21 11:40:20.757 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='601222', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 11:40:20.757 | INFO | AKSHARE | 订阅 601222.SSE (累计 22 只)
2026-05-21 11:40:20.758 | INFO | CtaStrategy | thr_601222初始化完成
2026-05-21 11:40:20.758 | INFO | CtaStrategy | thr_600863开始执行初始化
2026-05-21 11:40:20.758 | INFO | CtaStrategy | [thr_600863]  策略初始化: 600863.SSE
2026-05-21 11:40:20.758 | INFO | CtaStrategy | [thr_600863]    规则: buy_zone=4.72 buy_strong=4.5 trend_break=4.28 take_profit=0.0 auto=True
2026-05-21 11:40:20.758 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='600863', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 11:40:20.758 | INFO | AKSHARE | 订阅 600863.SSE (累计 22 只)
2026-05-21 11:40:20.758 | INFO | CtaStrategy | thr_600863初始化完成
2026-05-21 11:40:20.758 | INFO | CtaStrategy | thr_605006开始执行初始化
2026-05-21 11:40:20.758 | INFO | CtaStrategy | [thr_605006]  策略初始化: 605006.SSE
2026-05-21 11:40:20.758 | INFO | CtaStrategy | [thr_605006]    规则: buy_zone=12.5 buy_strong=11.18 trend_break=9.85 take_profit=0.0 auto=True
2026-05-21 11:40:20.758 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='605006', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 11:40:20.758 | INFO | AKSHARE | 订阅 605006.SSE (累计 22 只)
2026-05-21 11:40:20.758 | INFO | CtaStrategy | thr_605006初始化完成
2026-05-21 11:40:20.758 | INFO | CtaStrategy | thr_603757开始执行初始化
2026-05-21 11:40:20.759 | INFO | CtaStrategy | [thr_603757]  策略初始化: 603757.SSE
2026-05-21 11:40:20.759 | INFO | CtaStrategy | [thr_603757]    规则: buy_zone=54.19 buy_strong=50.06 trend_break=45.93 take_profit=0.0 auto=True
2026-05-21 11:40:20.759 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='603757', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 11:40:20.759 | INFO | AKSHARE | 订阅 603757.SSE (累计 22 只)
2026-05-21 11:40:20.759 | INFO | CtaStrategy | thr_603757初始化完成
2026-05-21 11:40:20.759 | INFO | CtaStrategy | thr_002156开始执行初始化
2026-05-21 11:40:20.759 | INFO | CtaStrategy | [thr_002156]  策略初始化: 002156.SZSE
2026-05-21 11:40:20.759 | INFO | CtaStrategy | [thr_002156]    规则: buy_zone=52.7 buy_strong=48.97 trend_break=45.23 take_profit=0.0 auto=True
2026-05-21 11:40:20.759 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002156', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 11:40:20.759 | INFO | AKSHARE | 订阅 002156.SZSE (累计 22 只)
2026-05-21 11:40:20.759 | INFO | CtaStrategy | thr_002156初始化完成
2026-05-21 11:40:20.759 | INFO | CtaStrategy | thr_002709开始执行初始化
2026-05-21 11:40:20.759 | INFO | CtaStrategy | [thr_002709]  策略初始化: 002709.SZSE
2026-05-21 11:40:20.759 | INFO | CtaStrategy | [thr_002709]    规则: buy_zone=54.52 buy_strong=50.85 trend_break=47.19 take_profit=0.0 auto=True
2026-05-21 11:40:20.759 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002709', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 11:40:20.759 | INFO | AKSHARE | 订阅 002709.SZSE (累计 22 只)
2026-05-21 11:40:20.759 | INFO | CtaStrategy | thr_002709初始化完成
2026-05-21 11:40:20.759 | INFO | CtaStrategy | thr_002149开始执行初始化
2026-05-21 11:40:20.759 | INFO | CtaStrategy | [thr_002149]  策略初始化: 002149.SZSE
2026-05-21 11:40:20.759 | INFO | CtaStrategy | [thr_002149]    规则: buy_zone=64.03 buy_strong=58.76 trend_break=53.48 take_profit=0.0 auto=True
2026-05-21 11:40:20.759 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002149', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 11:40:20.759 | INFO | AKSHARE | 订阅 002149.SZSE (累计 22 只)
2026-05-21 11:40:20.759 | INFO | CtaStrategy | thr_002149初始化完成
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_600330]  策略启动: 600330.SSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_002453]  策略启动: 002453.SZSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_603601]  策略启动: 603601.SSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_002428]  策略启动: 002428.SZSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_600130]  策略启动: 600130.SSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_603178]  策略启动: 603178.SSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_603986]  策略启动: 603986.SSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_301120]  策略启动: 301120.SZSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_301179]  策略启动: 301179.SZSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_600021]  策略启动: 600021.SSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_000600]  策略启动: 000600.SZSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_002067]  策略启动: 002067.SZSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_000899]  策略启动: 000899.SZSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_001896]  策略启动: 001896.SZSE
2026-05-21 11:40:22.753 | INFO | CtaStrategy | [thr_600310]  策略启动: 600310.SSE
2026-05-21 11:40:22.755 | INFO | CtaStrategy | [thr_601222]  策略启动: 601222.SSE
2026-05-21 11:40:22.755 | INFO | CtaStrategy | [thr_600863]  策略启动: 600863.SSE
2026-05-21 11:40:22.755 | INFO | CtaStrategy | [thr_605006]  策略启动: 605006.SSE
2026-05-21 11:40:22.755 | INFO | CtaStrategy | [thr_603757]  策略启动: 603757.SSE
2026-05-21 11:40:22.755 | INFO | CtaStrategy | [thr_002156]  策略启动: 002156.SZSE
2026-05-21 11:40:22.755 | INFO | CtaStrategy | [thr_002709]  策略启动: 002709.SZSE
2026-05-21 11:40:22.755 | INFO | CtaStrategy | [thr_002149]  策略启动: 002149.SZSE
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
  📡 获取实时行情（新浪）...
2026-05-21 11:41:07.756 | INFO | CtaStrategy | [thr_600330]  策略停止: 600330.SSE
2026-05-21 11:41:07.760 | INFO | CtaStrategy | [thr_002453]  策略停止: 002453.SZSE
2026-05-21 11:41:07.760 | INFO | CtaStrategy | [thr_603601]  策略停止: 603601.SSE
2026-05-21 11:41:07.761 | INFO | CtaStrategy | [thr_002428]  策略停止: 002428.SZSE
2026-05-21 11:41:07.761 | INFO | CtaStrategy | [thr_600130]  策略停止: 600130.SSE
2026-05-21 11:41:07.763 | INFO | CtaStrategy | [thr_603178]  策略停止: 603178.SSE
2026-05-21 11:41:07.764 | INFO | CtaStrategy | [thr_603986]  策略停止: 603986.SSE
2026-05-21 11:41:07.764 | INFO | CtaStrategy | [thr_301120]  策略停止: 301120.SZSE
2026-05-21 11:41:07.766 | INFO | CtaStrategy | [thr_301179]  策略停止: 301179.SZSE
2026-05-21 11:41:07.768 | INFO | CtaStrategy | [thr_600021]  策略停止: 600021.SSE
2026-05-21 11:41:07.768 | INFO | CtaStrategy | [thr_000600]  策略停止: 000600.SZSE
2026-05-21 11:41:07.770 | INFO | CtaStrategy | [thr_002067]  策略停止: 002067.SZSE
2026-05-21 11:41:07.771 | INFO | CtaStrategy | [thr_000899]  策略停止: 000899.SZSE
2026-05-21 11:41:07.772 | INFO | CtaStrategy | [thr_001896]  策略停止: 001896.SZSE
2026-05-21 11:41:07.772 | INFO | CtaStrategy | [thr_600310]  策略停止: 600310.SSE
2026-05-21 11:41:07.774 | INFO | CtaStrategy | [thr_601222]  策略停止: 601222.SSE
2026-05-21 11:41:07.775 | INFO | CtaStrategy | [thr_600863]  策略停止: 600863.SSE
2026-05-21 11:41:07.776 | INFO | CtaStrategy | [thr_605006]  策略停止: 605006.SSE
2026-05-21 11:41:07.776 | INFO | CtaStrategy | [thr_603757]  策略停止: 603757.SSE
2026-05-21 11:41:07.777 | INFO | CtaStrategy | [thr_002156]  策略停止: 002156.SZSE
2026-05-21 11:41:07.778 | INFO | CtaStrategy | [thr_002709]  策略停止: 002709.SZSE
2026-05-21 11:41:07.778 | INFO | CtaStrategy | [thr_002149]  策略停止: 002149.SZSE
